split,index,image_id
train,20958,00026123_000
train,20959,00027017_000
train,20960,00000003_000
train,20961,00010914_000
train,20962,00013670_085
train,20963,00022557_000
train,20964,00005154_000
train,20965,00013993_019
train,20966,00013955_001
train,20967,00018143_004
train,20968,00014675_016
train,20969,00015255_016
train,20970,00011544_013
train,20971,00021073_017
train,20972,00018500_010
train,20973,00029775_000
train,20974,00013931_001
train,20975,00013670_147
train,20976,00010265_000
train,20977,00007404_006
train,20978,00017031_000
train,20979,00012158_023
train,20980,00004857_004
train,20981,00013625_064
train,20982,00014979_000
train,20983,00023146_006
train,20984,00017158_012
train,20985,00018025_000
train,20986,00024279_006
train,20987,00010386_000
train,20988,00027444_000
train,20989,00010613_017
train,20990,00004893_069
train,20991,00013256_015
train,20992,00004709_000
train,20993,00010958_000
train,20994,00008703_000
train,20995,00002845_000
train,20996,00023190_014
train,20997,00021926_000
train,20998,00026451_041
train,20999,00021201_013
train,21000,00004857_039
train,21001,00029784_000
train,21002,00006960_014
train,21003,00010463_000
train,21004,00021107_003
train,21005,00009343_003
train,21006,00026029_000
train,21007,00021006_020
train,21008,00007620_021
train,21009,00008142_004
train,21010,00014266_000
train,21011,00017747_034
train,21012,00007731_006
train,21013,00005877_000
train,21014,00001339_000
train,21015,00005456_007
train,21016,00021565_015
train,21017,00021930_010
train,21018,00006739_003
train,21019,00019530_000
train,21020,00025262_001
train,21021,00009486_001
train,21022,00008462_003
train,21023,00013858_001
train,21024,00028436_002
train,21025,00025878_000
train,21026,00009166_019
train,21027,00022993_023
train,21028,00016233_002
train,21029,00027094_001
train,21030,00010319_002
train,21031,00013408_007
train,21032,00010856_000
train,21033,00017747_021
train,21034,00009892_046
train,21035,00019184_005
train,21036,00015467_000
train,21037,00003665_011
train,21038,00028181_000
train,21039,00000863_000
train,21040,00024581_000
train,21041,00021307_000
train,21042,00010016_002
train,21043,00014986_000
train,21044,00002143_005
train,21045,00015530_112
train,21046,00012045_024
train,21047,00002276_002
train,21048,00002509_021
train,21049,00025936_005
train,21050,00003741_009
train,21051,00014031_002
train,21052,00022327_002
train,21053,00010320_001
train,21054,00002775_002
train,21055,00003659_008
train,21056,00002355_006
train,21057,00024705_000
train,21058,00020843_004
train,21059,00010677_005
train,21060,00017719_002
train,21061,00018363_003
train,21062,00013377_016
train,21063,00005286_002
train,21064,00019975_003
train,21065,00016784_002
train,21066,00011034_000
train,21067,00018791_000
train,21068,00021024_017
train,21069,00027730_000
train,21070,00013807_009
train,21071,00018401_000
train,21072,00007944_001
train,21073,00017105_001
train,21074,00000681_000
train,21075,00028874_011
train,21076,00010012_014
train,21077,00022899_029
train,21078,00009899_003
train,21079,00009574_030
train,21080,00015266_005
train,21081,00011831_019
train,21082,00028357_030
train,21083,00003028_020
train,21084,00009668_000
train,21085,00014400_001
train,21086,00010001_001
train,21087,00009925_008
train,21088,00010454_007
train,21089,00012815_007
train,21090,00005360_002
train,21091,00002553_000
train,21092,00004753_002
train,21093,00000368_008
train,21094,00029041_003
train,21095,00027833_006
train,21096,00008911_004
train,21097,00006446_006
train,21098,00012001_001
train,21099,00025252_022
train,21100,00014256_005
train,21101,00029039_015
train,21102,00002059_004
train,21103,00021502_000
train,21104,00012091_000
train,21105,00020052_000
train,21106,00022135_002
train,21107,00022192_004
train,21108,00011932_001
train,21109,00003990_013
train,21110,00000542_000
train,21111,00007762_000
train,21112,00026538_018
train,21113,00011504_019
train,21114,00017207_008
train,21115,00027370_000
train,21116,00013479_002
train,21117,00007450_004
train,21118,00021362_000
train,21119,00015588_005
train,21120,00009446_001
train,21121,00018014_000
train,21122,00013123_005
train,21123,00007750_012
train,21124,00003485_001
train,21125,00028020_003
train,21126,00021494_000
train,21127,00011065_003
train,21128,00017111_001
train,21129,00017991_005
train,21130,00025652_004
train,21131,00005559_001
train,21132,00014253_042
train,21133,00011692_001
train,21134,00003580_002
train,21135,00003028_064
train,21136,00010221_000
train,21137,00014945_005
train,21138,00020130_008
train,21139,00004948_000
train,21140,00004673_008
train,21141,00014022_098
train,21142,00020274_012
train,21143,00006851_021
train,21144,00010674_005
train,21145,00024827_000
train,21146,00022208_005
train,21147,00020879_000
train,21148,00023258_001
train,21149,00012336_000
train,21150,00029075_016
train,21151,00025187_000
train,21152,00016177_009
train,21153,00017299_000
train,21154,00023115_001
train,21155,00012220_001
train,21156,00019894_003
train,21157,00007451_011
train,21158,00003893_001
train,21159,00002451_001
train,21160,00026654_003
train,21161,00021374_036
train,21162,00009894_007
train,21163,00004363_004
train,21164,00004893_016
train,21165,00022746_000
train,21166,00012544_002
train,21167,00019825_000
train,21168,00002316_010
train,21169,00012397_000
train,21170,00007588_002
train,21171,00027075_000
train,21172,00001358_001
train,21173,00007990_004
train,21174,00008696_000
train,21175,00005654_000
train,21176,00016705_016
train,21177,00021759_005
train,21178,00020734_000
train,21179,00013152_003
train,21180,00013798_002
train,21181,00017138_106
train,21182,00027295_001
train,21183,00007486_000
train,21184,00010350_031
train,21185,00008060_001
train,21186,00023657_000
train,21187,00004714_000
train,21188,00010092_042
train,21189,00014879_006
train,21190,00001689_012
train,21191,00019530_017
train,21192,00010334_000
train,21193,00017070_000
train,21194,00011802_002
train,21195,00002112_004
train,21196,00010092_012
train,21197,00000389_000
train,21198,00011597_000
train,21199,00007321_001
train,21200,00030294_000
train,21201,00012644_001
train,21202,00026385_000
train,21203,00005532_025
train,21204,00027131_003
train,21205,00004085_008
train,21206,00014223_013
train,21207,00022754_000
train,21208,00007034_038
train,21209,00008620_001
train,21210,00022192_009
train,21211,00027765_001
train,21212,00001381_005
train,21213,00026328_000
train,21214,00005079_002
train,21215,00009845_051
train,21216,00003755_000
train,21217,00027359_006
train,21218,00016796_005
train,21219,00021457_026
train,21220,00001804_000
train,21221,00000181_047
train,21222,00017603_030
train,21223,00025351_001
train,21224,00008046_003
train,21225,00021926_007
train,21226,00030408_009
train,21227,00022977_005
train,21228,00013111_101
train,21229,00008964_000
train,21230,00005094_011
train,21231,00014577_000
train,21232,00002802_008
train,21233,00020096_001
train,21234,00013510_000
train,21235,00022147_001
train,21236,00027821_000
train,21237,00001836_085
train,21238,00021565_014
train,21239,00028155_000
train,21240,00030284_000
train,21241,00015031_016
train,21242,00014546_000
train,21243,00021047_010
train,21244,00017762_008
train,21245,00000468_008
train,21246,00016442_001
train,21247,00009588_000
train,21248,00006199_010
train,21249,00002491_012
train,21250,00002127_000
train,21251,00026849_002
train,21252,00002104_002
train,21253,00022977_015
train,21254,00025543_021
train,21255,00005322_000
train,21256,00017195_000
train,21257,00016926_000
train,21258,00029262_000
train,21259,00019241_001
train,21260,00005166_000
train,21261,00021120_000
train,21262,00029878_001
train,21263,00007870_002
train,21264,00002643_000
train,21265,00007670_044
train,21266,00003028_079
train,21267,00004991_001
train,21268,00011959_002
train,21269,00014253_032
train,21270,00028853_001
train,21271,00014032_011
train,21272,00001620_004
train,21273,00013678_000
train,21274,00025270_000
train,21275,00026451_056
train,21276,00007479_001
train,21277,00002720_008
train,21278,00016658_001
train,21279,00014031_001
train,21280,00016035_000
train,21281,00028974_000
train,21282,00006769_020
train,21283,00027050_006
train,21284,00014427_015
train,21285,00026158_002
train,21286,00007939_001
train,21287,00018325_000
train,21288,00006273_005
train,21289,00025849_006
train,21290,00015564_009
train,21291,00009325_003
train,21292,00018869_000
train,21293,00005868_002
train,21294,00010590_006
train,21295,00021576_000
train,21296,00000459_006
train,21297,00009565_000
train,21298,00014182_002
train,21299,00013601_017
train,21300,00018156_000
train,21301,00012158_013
train,21302,00005657_001
train,21303,00022815_079
train,21304,00024718_000
train,21305,00014680_000
train,21306,00013708_000
train,21307,00025707_011
train,21308,00004523_002
train,21309,00019625_005
train,21310,00014427_017
train,21311,00009380_007
train,21312,00025492_000
train,21313,00016251_000
train,21314,00007054_006
train,21315,00028173_006
train,21316,00013890_008
train,21317,00014226_005
train,21318,00004299_005
train,21319,00022374_003
train,21320,00029688_003
train,21321,00011632_016
train,21322,00016205_001
train,21323,00002730_000
train,21324,00019136_000
train,21325,00027236_002
train,21326,00000956_000
train,21327,00004509_000
train,21328,00010060_040
train,21329,00019658_012
train,21330,00029075_003
train,21331,00004178_000
train,21332,00005495_000
train,21333,00002117_002
train,21334,00006096_003
train,21335,00003028_038
train,21336,00021610_036
train,21337,00027299_004
train,21338,00008175_001
train,21339,00028864_007
train,21340,00014744_001
train,21341,00022229_001
train,21342,00010855_000
train,21343,00029808_002
train,21344,00004705_000
train,21345,00022977_016
train,21346,00014717_003
train,21347,00003529_000
train,21348,00012877_000
train,21349,00011871_000
train,21350,00030267_002
train,21351,00011598_002
train,21352,00008257_001
train,21353,00027584_011
train,21354,00004673_012
train,21355,00008962_002
train,21356,00000370_011
train,21357,00015530_020
train,21358,00015764_002
train,21359,00009999_000
train,21360,00020978_010
train,21361,00019825_012
train,21362,00006499_004
train,21363,00008793_005
train,21364,00007292_001
train,21365,00027108_004
train,21366,00004518_000
train,21367,00027479_010
train,21368,00024381_000
train,21369,00019925_000
train,21370,00013129_000
train,21371,00001343_000
train,21372,00016094_028
train,21373,00011973_001
train,21374,00010489_000
train,21375,00010500_003
train,21376,00019967_024
train,21377,00013247_004
train,21378,00019894_040
train,21379,00026232_014
train,21380,00000386_000
train,21381,00012874_030
train,21382,00008013_003
train,21383,00021219_008
train,21384,00008779_000
train,21385,00003254_010
train,21386,00020832_005
train,21387,00000798_000
train,21388,00007034_079
train,21389,00006284_003
train,21390,00007306_000
train,21391,00002482_001
train,21392,00026543_001
train,21393,00003803_005
train,21394,00007866_000
train,21395,00018539_005
train,21396,00026608_000
train,21397,00012144_021
train,21398,00005293_000
train,21399,00018689_000
train,21400,00019124_018
train,21401,00022075_001
train,21402,00016607_034
train,21403,00017235_001
train,21404,00020501_003
train,21405,00018829_019
train,21406,00021012_001
train,21407,00013890_012
train,21408,00018437_000
train,21409,00030183_008
train,21410,00016167_006
train,21411,00000090_003
train,21412,00012686_001
train,21413,00021729_001
train,21414,00014447_004
train,21415,00012148_005
train,21416,00028999_000
train,21417,00008489_009
train,21418,00001855_015
train,21419,00015689_000
train,21420,00007816_003
train,21421,00002336_003
train,21422,00007658_001
train,21423,00008983_000
train,21424,00017947_015
train,21425,00023071_002
train,21426,00008051_034
train,21427,00017275_013
train,21428,00002439_007
train,21429,00027867_001
train,21430,00005194_001
train,21431,00022788_002
train,21432,00007182_000
train,21433,00000444_001
train,21434,00016996_001
train,21435,00004526_018
train,21436,00010383_000
train,21437,00029943_003
train,21438,00008019_004
train,21439,00006323_000
train,21440,00023325_024
train,21441,00024370_000
train,21442,00014771_007
train,21443,00004533_011
train,21444,00019241_002
train,21445,00011752_001
train,21446,00008315_000
train,21447,00000634_003
train,21448,00020065_003
train,21449,00011446_009
train,21450,00017439_002
train,21451,00016164_000
train,21452,00015530_012
train,21453,00013864_002
train,21454,00001437_019
train,21455,00020274_017
train,21456,00003028_082
train,21457,00006254_000
train,21458,00004673_016
train,21459,00012373_005
train,21460,00008888_050
train,21461,00020781_004
train,21462,00018464_013
train,21463,00002277_001
train,21464,00003208_001
train,21465,00010092_030
train,21466,00018733_001
train,21467,00017360_001
train,21468,00008544_000
train,21469,00019647_004
train,21470,00004051_000
train,21471,00002788_000
train,21472,00010077_001
train,21473,00028401_000
train,21474,00015376_016
train,21475,00019439_002
train,21476,00000662_010
train,21477,00019056_011
train,21478,00021564_000
train,21479,00013034_000
train,21480,00003630_001
train,21481,00022208_003
train,21482,00014731_010
train,21483,00027506_001
train,21484,00018016_010
train,21485,00029795_005
train,21486,00019556_000
train,21487,00014447_005
train,21488,00018730_002
train,21489,00030412_002
train,21490,00017941_001
train,21491,00020740_002
train,21492,00009281_012
train,21493,00000467_009
train,21494,00003300_011
train,21495,00024418_000
train,21496,00025640_007
train,21497,00001855_028
train,21498,00008850_003
train,21499,00013659_018
train,21500,00030344_002
train,21501,00009594_002
train,21502,00027843_001
train,21503,00003868_008
train,21504,00029007_002
train,21505,00015029_004
train,21506,00028611_009
train,21507,00010718_010
train,21508,00006769_003
train,21509,00018217_002
train,21510,00017464_004
train,21511,00008570_004
train,21512,00012144_009
train,21513,00009336_017
train,21514,00019993_001
train,21515,00010544_007
train,21516,00017255_001
train,21517,00019998_000
train,21518,00004507_000
train,21519,00022179_006
train,21520,00022156_007
train,21521,00016778_043
train,21522,00002533_003
train,21523,00012908_001
train,21524,00013525_001
train,21525,00017116_000
train,21526,00015280_001
train,21527,00015605_037
train,21528,00006304_010
train,21529,00007193_000
train,21530,00003104_000
train,21531,00013031_023
train,21532,00005099_003
train,21533,00014897_001
train,21534,00008877_000
train,21535,00017541_004
train,21536,00016734_000
train,21537,00023387_000
train,21538,00030028_001
train,21539,00025189_016
train,21540,00011719_002
train,21541,00022736_009
train,21542,00004793_000
train,21543,00020037_012
train,21544,00026971_016
train,21545,00027320_000
train,21546,00015738_001
train,21547,00005365_016
train,21548,00010726_002
train,21549,00017747_007
train,21550,00018494_002
train,21551,00009946_000
train,21552,00022707_014
train,21553,00019201_011
train,21554,00009771_001
train,21555,00022382_000
train,21556,00026101_000
train,21557,00011029_000
train,21558,00001980_001
train,21559,00012472_006
train,21560,00003546_005
train,21561,00006102_013
train,21562,00024712_000
train,21563,00000418_002
train,21564,00015003_000
train,21565,00028628_003
train,21566,00007239_003
train,21567,00004822_035
train,21568,00018990_000
train,21569,00013627_003
train,21570,00010695_017
train,21571,00014870_003
train,21572,00006000_005
train,21573,00012913_000
train,21574,00026412_051
train,21575,00006011_000
train,21576,00008727_000
train,21577,00011391_053
train,21578,00006604_002
train,21579,00030079_029
train,21580,00007248_000
train,21581,00011987_003
train,21582,00023009_003
train,21583,00019992_004
train,21584,00004177_000
train,21585,00026825_017
train,21586,00028774_011
train,21587,00022846_003
train,21588,00003357_000
train,21589,00006674_009
train,21590,00026538_028
train,21591,00022736_004
train,21592,00001610_001
train,21593,00017110_027
train,21594,00021171_012
train,21595,00022114_000
train,21596,00017696_000
train,21597,00021659_000
train,21598,00012964_000
train,21599,00015596_000
train,21600,00008036_002
train,21601,00015184_001
train,21602,00002094_000
train,21603,00006981_011
train,21604,00016780_004
train,21605,00012045_049
train,21606,00020186_000
train,21607,00021779_002
train,21608,00016048_001
train,21609,00020297_002
train,21610,00008649_013
train,21611,00000204_001
train,21612,00010388_001
train,21613,00013342_013
train,21614,00017788_001
train,21615,00001395_004
train,21616,00026366_000
train,21617,00016964_000
train,21618,00002412_000
train,21619,00004893_010
train,21620,00020289_000
train,21621,00016179_000
train,21622,00028285_016
train,21623,00005502_018
train,21624,00012218_002
train,21625,00007389_001
train,21626,00000426_002
train,21627,00011719_000
train,21628,00003104_004
train,21629,00006214_004
train,21630,00013750_015
train,21631,00001248_037
train,21632,00010897_018
train,21633,00013346_021
train,21634,00017972_014
train,21635,00026546_019
train,21636,00019015_000
train,21637,00023938_000
train,21638,00021277_030
train,21639,00025203_000
train,21640,00030319_000
train,21641,00010936_013
train,21642,00026799_001
train,21643,00012158_017
train,21644,00015530_062
train,21645,00012164_003
train,21646,00030576_000
train,21647,00013977_005
train,21648,00010959_002
train,21649,00014022_022
train,21650,00013348_001
train,21651,00017543_000
train,21652,00013594_014
train,21653,00026971_022
train,21654,00000491_003
train,21655,00006760_000
train,21656,00024550_000
train,21657,00002720_018
train,21658,00012864_004
train,21659,00002784_002
train,21660,00002361_001
train,21661,00019151_002
train,21662,00006271_003
train,21663,00021962_000
train,21664,00009731_000
train,21665,00016291_013
train,21666,00006854_000
train,21667,00012935_002
train,21668,00012093_004
train,21669,00014809_016
train,21670,00011365_004
train,21671,00011226_025
train,21672,00014355_010
train,21673,00010144_002
train,21674,00022680_005
train,21675,00028958_002
train,21676,00018007_003
train,21677,00015814_001
train,21678,00026138_000
train,21679,00002524_007
train,21680,00012585_010
train,21681,00019919_013
train,21682,00015270_000
train,21683,00014731_013
train,21684,00002213_002
train,21685,00017747_058
train,21686,00005966_009
train,21687,00012164_001
train,21688,00000459_019
train,21689,00009860_002
train,21690,00000331_001
train,21691,00014996_015
train,21692,00003972_000
train,21693,00006906_038
train,21694,00013118_000
train,21695,00009963_010
train,21696,00029915_003
train,21697,00007428_009
train,21698,00003085_001
train,21699,00003320_002
train,21700,00028683_002
train,21701,00013449_003
train,21702,00010144_000
train,21703,00025497_001
train,21704,00023325_034
train,21705,00012874_025
train,21706,00010352_026
train,21707,00026618_003
train,21708,00019451_000
train,21709,00020441_001
train,21710,00006994_001
train,21711,00011219_000
train,21712,00014014_007
train,21713,00019513_000
train,21714,00007557_021
train,21715,00025252_039
train,21716,00002958_001
train,21717,00016088_000
train,21718,00018189_000
train,21719,00025951_000
train,21720,00014958_002
train,21721,00004654_001
train,21722,00023162_013
train,21723,00007993_000
train,21724,00006697_002
train,21725,00014918_003
train,21726,00010897_006
train,21727,00008867_000
train,21728,00000938_002
train,21729,00000647_000
train,21730,00006233_003
train,21731,00026196_004
train,21732,00014520_015
train,21733,00000396_000
train,21734,00027817_003
train,21735,00017735_002
train,21736,00005626_003
train,21737,00018277_000
train,21738,00008013_008
train,21739,00019482_002
train,21740,00026524_004
train,21741,00003424_000
train,21742,00014583_000
train,21743,00029481_002
train,21744,00010481_013
train,21745,00013285_009
train,21746,00008701_020
train,21747,00021776_000
train,21748,00022866_000
train,21749,00005907_000
train,21750,00004914_000
train,21751,00026925_026
train,21752,00015647_036
train,21753,00000193_015
train,21754,00016038_000
train,21755,00004132_008
train,21756,00000894_003
train,21757,00025513_012
train,21758,00025082_000
train,21759,00002690_000
train,21760,00000360_005
train,21761,00017300_000
train,21762,00020680_001
train,21763,00009389_000
train,21764,00017555_010
train,21765,00019363_009
train,21766,00012596_000
train,21767,00013782_002
train,21768,00028285_000
train,21769,00022034_005
train,21770,00030609_022
train,21771,00014145_005
train,21772,00014715_008
train,21773,00011402_007
train,21774,00011987_008
train,21775,00018638_000
train,21776,00009621_001
train,21777,00010720_000
train,21778,00009863_058
train,21779,00013555_005
train,21780,00020703_009
train,21781,00006006_007
train,21782,00014149_013
train,21783,00009707_001
train,21784,00014962_000
train,21785,00024690_000
train,21786,00025787_009
train,21787,00019242_002
train,21788,00013955_000
train,21789,00018308_002
train,21790,00019492_010
train,21791,00009397_004
train,21792,00010400_000
train,21793,00013951_005
train,21794,00028208_002
train,21795,00011504_004
train,21796,00029192_000
train,21797,00009061_006
train,21798,00026480_008
train,21799,00013260_007
train,21800,00016358_004
train,21801,00015646_051
train,21802,00005977_014
train,21803,00010012_042
train,21804,00019365_004
train,21805,00020518_000
train,21806,00005722_044
train,21807,00018067_005
train,21808,00024403_000
train,21809,00006868_009
train,21810,00010410_007
train,21811,00000416_004
train,21812,00003989_006
train,21813,00030099_000
train,21814,00022457_009
train,21815,00013312_006
train,21816,00011723_035
train,21817,00025947_000
train,21818,00016816_002
train,21819,00007928_000
train,21820,00016630_011
train,21821,00027592_018
train,21822,00019753_006
train,21823,00028844_029
train,21824,00004484_000
train,21825,00018829_013
train,21826,00026627_000
train,21827,00009736_011
train,21828,00022283_038
train,21829,00000545_009
train,21830,00021916_004
train,21831,00015100_006
train,21832,00022189_000
train,21833,00013312_009
train,21834,00010555_003
train,21835,00009867_001
train,21836,00006952_008
train,21837,00005070_004
train,21838,00012345_000
train,21839,00020824_000
train,21840,00008498_000
train,21841,00013834_013
train,21842,00020398_017
train,21843,00000560_001
train,21844,00021581_002
train,21845,00028479_000
train,21846,00015556_000
train,21847,00023806_000
train,21848,00021869_001
train,21849,00030218_003
train,21850,00008051_027
train,21851,00002856_019
train,21852,00030398_000
train,21853,00015338_013
train,21854,00013641_008
train,21855,00003276_001
train,21856,00028433_018
train,21857,00030288_000
train,21858,00008692_001
train,21859,00002262_007
train,21860,00018055_049
train,21861,00018233_054
train,21862,00016778_000
train,21863,00000761_004
train,21864,00023798_000
train,21865,00002758_003
train,21866,00009302_004
train,21867,00027338_000
train,21868,00009894_003
train,21869,00015606_042
train,21870,00017852_008
train,21871,00013594_010
train,21872,00022899_019
train,21873,00003088_000
train,21874,00004893_019
train,21875,00022880_001
train,21876,00006821_004
train,21877,00003620_000
train,21878,00020286_027
train,21879,00029276_012
train,21880,00028621_000
train,21881,00016367_000
train,21882,00030173_000
train,21883,00023078_003
train,21884,00030178_008
train,21885,00016496_006
train,21886,00005218_024
train,21887,00027762_000
train,21888,00010471_004
train,21889,00016064_013
train,21890,00018615_035
train,21891,00021567_003
train,21892,00019576_040
train,21893,00021216_004
train,21894,00026099_011
train,21895,00023534_000
train,21896,00016964_001
train,21897,00030784_000
train,21898,00012158_011
train,21899,00030388_000
train,21900,00009612_000
train,21901,00026412_018
train,21902,00021619_000
train,21903,00013917_025
train,21904,00017344_000
train,21905,00005592_000
train,21906,00010756_001
train,21907,00021770_007
train,21908,00011402_005
train,21909,00021184_000
train,21910,00011355_042
train,21911,00023103_002
train,21912,00019548_000
train,21913,00020415_001
train,21914,00022396_000
train,21915,00014745_000
train,21916,00010652_000
train,21917,00005609_020
train,21918,00002313_000
train,21919,00010298_003
train,21920,00009455_000
train,21921,00000193_013
train,21922,00014853_003
train,21923,00013917_004
train,21924,00011208_002
train,21925,00002919_006
train,21926,00017714_012
train,21927,00017001_002
train,21928,00003669_002
train,21929,00002000_001
train,21930,00030267_001
train,21931,00020625_000
train,21932,00010077_004
train,21933,00027803_000
train,21934,00009854_000
train,21935,00026478_005
train,21936,00019919_010
train,21937,00000128_000
train,21938,00009995_005
train,21939,00025768_000
train,21940,00000362_001
train,21941,00014427_000
train,21942,00012315_023
train,21943,00008485_000
train,21944,00014534_004
train,21945,00014004_002
train,21946,00003267_006
train,21947,00020630_007
train,21948,00015646_020
train,21949,00000887_000
train,21950,00003211_000
train,21951,00020826_011
train,21952,00027427_008
train,21953,00009647_004
train,21954,00008727_014
train,21955,00001762_002
train,21956,00013615_019
train,21957,00010539_001
train,21958,00019543_000
train,21959,00012653_002
train,21960,00000697_004
train,21961,00016437_002
train,21962,00003045_002
train,21963,00019412_000
train,21964,00013089_004
train,21965,00025219_000
train,21966,00005438_000
train,21967,00025514_001
train,21968,00018177_000
train,21969,00024484_000
train,21970,00007304_002
train,21971,00005741_002
train,21972,00000787_001
train,21973,00010661_000
train,21974,00011522_003
train,21975,00020124_000
train,21976,00006754_010
train,21977,00003805_007
train,21978,00021494_018
train,21979,00006261_000
train,21980,00029914_002
train,21981,00003574_007
train,21982,00004498_001
train,21983,00016802_002
train,21984,00002870_000
train,21985,00004837_005
train,21986,00000197_003
train,21987,00027725_002
train,21988,00011695_001
train,21989,00006978_000
train,21990,00026099_005
train,21991,00004595_000
train,21992,00005066_020
train,21993,00004170_002
train,21994,00011857_008
train,21995,00019756_007
train,21996,00008009_037
train,21997,00009273_004
train,21998,00012342_001
train,21999,00022059_004
train,22000,00017167_004
train,22001,00018237_027
train,22002,00017626_000
train,22003,00005515_002
train,22004,00022797_000
train,22005,00026263_009
train,22006,00002529_006
train,22007,00013922_011
train,22008,00006271_082
train,22009,00019773_004
train,22010,00015987_003
train,22011,00004848_003
train,22012,00022272_000
train,22013,00016990_001
train,22014,00006304_038
train,22015,00009609_007
train,22016,00018546_001
train,22017,00005854_001
train,22018,00004813_000
train,22019,00006562_000
train,22020,00029687_003
train,22021,00012826_000
train,22022,00025664_028
train,22023,00014849_008
train,22024,00017247_007
train,22025,00015826_020
train,22026,00015814_008
train,22027,00020101_000
train,22028,00029551_003
train,22029,00018794_000
train,22030,00009934_009
train,22031,00017138_047
train,22032,00021637_001
train,22033,00005722_005
train,22034,00006325_008
train,22035,00022055_000
train,22036,00019986_000
train,22037,00020042_000
train,22038,00028097_006
train,22039,00027584_000
train,22040,00013077_007
train,22041,00006446_001
train,22042,00017972_018
train,22043,00003863_011
train,22044,00019180_001
train,22045,00006317_001
train,22046,00012351_001
train,22047,00008410_000
train,22048,00005699_002
train,22049,00017210_005
train,22050,00006296_024
train,22051,00003875_011
train,22052,00004426_000
train,22053,00019513_001
train,22054,00014143_001
train,22055,00004196_005
train,22056,00010169_000
train,22057,00017726_005
train,22058,00015530_095
train,22059,00017618_005
train,22060,00011384_000
train,22061,00030079_043
train,22062,00013707_000
train,22063,00026604_006
train,22064,00018318_003
train,22065,00029074_001
train,22066,00010103_009
train,22067,00006044_007
train,22068,00030249_000
train,22069,00015416_001
train,22070,00020652_019
train,22071,00014203_019
train,22072,00021916_009
train,22073,00015556_030
train,22074,00026986_004
train,22075,00009638_000
train,22076,00029614_002
train,22077,00019259_000
train,22078,00021930_012
train,22079,00003837_009
train,22080,00008853_001
train,22081,00021610_007
train,22082,00010785_002
train,22083,00006425_016
train,22084,00016980_008
train,22085,00028290_005
train,22086,00016410_058
train,22087,00018860_032
train,22088,00016829_001
train,22089,00008295_014
train,22090,00000459_040
train,22091,00017124_006
train,22092,00018297_000
train,22093,00001107_008
train,22094,00009953_028
train,22095,00027043_000
train,22096,00011355_029
train,22097,00022072_006
train,22098,00025543_002
train,22099,00002856_026
train,22100,00009737_000
train,22101,00015826_001
train,22102,00024322_000
train,22103,00007953_002
train,22104,00022871_000
train,22105,00001075_013
train,22106,00026829_000
train,22107,00026588_001
train,22108,00012021_061
train,22109,00016004_000
train,22110,00002644_007
train,22111,00029808_000
train,22112,00022680_006
train,22113,00019952_003
train,22114,00009578_000
train,22115,00009012_008
train,22116,00012129_002
train,22117,00021041_003
train,22118,00017714_020
train,22119,00017001_005
train,22120,00013993_116
train,22121,00013191_000
train,22122,00017214_001
train,22123,00019625_004
train,22124,00017138_024
train,22125,00011034_025
train,22126,00016987_016
train,22127,00011960_003
train,22128,00014946_002
train,22129,00014771_002
train,22130,00028513_003
train,22131,00008480_004
train,22132,00005116_001
train,22133,00018087_000
train,22134,00016014_002
train,22135,00026067_000
train,22136,00021036_006
train,22137,00006199_018
train,22138,00022913_000
train,22139,00013913_002
train,22140,00004089_000
train,22141,00022569_000
train,22142,00001854_003
train,22143,00018027_002
train,22144,00019594_017
train,22145,00013176_008
train,22146,00006964_010
train,22147,00007157_025
train,22148,00006949_001
train,22149,00014353_000
train,22150,00014128_014
train,22151,00020774_000
train,22152,00013467_006
train,22153,00010594_006
train,22154,00018366_046
train,22155,00029863_024
train,22156,00016924_000
train,22157,00023360_000
train,22158,00004481_000
train,22159,00001200_015
train,22160,00008095_005
train,22161,00026474_002
train,22162,00017333_000
train,22163,00011504_009
train,22164,00021782_017
train,22165,00016541_000
train,22166,00026161_001
train,22167,00019089_020
train,22168,00022622_001
train,22169,00028148_012
train,22170,00015386_003
train,22171,00018282_002
train,22172,00002785_001
train,22173,00016958_002
train,22174,00013370_005
train,22175,00012449_000
train,22176,00008046_015
train,22177,00004299_007
train,22178,00026576_002
train,22179,00010707_000
train,22180,00016429_003
train,22181,00018037_001
train,22182,00004857_038
train,22183,00013520_008
train,22184,00016944_001
train,22185,00013111_090
train,22186,00008295_009
train,22187,00020398_018
train,22188,00014406_002
train,22189,00028673_000
train,22190,00020282_006
train,22191,00001560_000
train,22192,00006272_001
train,22193,00015041_007
train,22194,00011010_019
train,22195,00006271_058
train,22196,00006237_017
train,22197,00018978_002
train,22198,00026527_000
train,22199,00010805_037
train,22200,00023678_000
train,22201,00006978_002
train,22202,00012129_006
train,22203,00002457_008
train,22204,00005537_004
train,22205,00016205_002
train,22206,00021173_004
train,22207,00008387_006
train,22208,00008697_008
train,22209,00017618_037
train,22210,00014647_007
train,22211,00003028_086
train,22212,00016211_001
train,22213,00018304_008
train,22214,00018204_000
train,22215,00015594_000
train,22216,00028781_000
train,22217,00003148_005
train,22218,00013576_005
train,22219,00026110_001
train,22220,00015770_023
train,22221,00014849_012
train,22222,00025509_000
train,22223,00002633_004
train,22224,00013977_002
train,22225,00012364_073
train,22226,00018253_080
train,22227,00027071_000
train,22228,00021222_019
train,22229,00012935_001
